CASENUM,PERNO,VEHNO,AGE_H,SEX_H,SEAT_H,PERALC_H,WEIGHT,PER_TYPE,SEAT_POS,EJECT,SEX,HOSPITAL,PER_ALCH,LOCATN,REST_SYS,PER_DRUG,IMPAIRMT,ACTION,SAF_EQMT,AIRBAG,REGION,AGE,PJ,PSU,STR_VEH,EJECT_I
122285110,2,2,28,2,13,0,82.08,2,13,0,2,1,0,0,1,0,0,0,0,9,4,28,1,82,0,0
122285110,3,2,0,2,21,0,82.08,2,21,0,2,1,0,0,6,0,0,0,0,0,4,0,1,82,0,0
122285230,1,0,39,2,0,1,21.888,5,0,8,2,0,8,1,0,8,0,0,1,8,4,39,1,82,1,8
122285230,1,1,9,2,11,1,21.888,1,11,0,9,0,9,0,9,9,0,0,0,9,4,999,1,82,0,0
122285422,1,1,29,2,11,1,262.655,1,11,0,9,0,9,0,9,9,0,0,0,9,4,999,1,82,0,0
122285568,1,1,64,1,11,2,262.655,1,11,0,1,0,9,0,9,9,0,0,0,9,4,999,1,82,0,0
122285577,1,1,17,1,11,1,82.08,1,11,0,1,1,1,0,9,1,0,0,0,0,4,17,1,82,0,0
122285617,1,1,51,1,11,1,5.472,1,11,0,1,0,1,0,9,1,0,0,0,9,4,51,1,82,0,0
122285617,1,2,49,1,11,1,5.472,1,11,0,1,0,1,0,9,1,0,0,0,0,4,49,1,82,0,0
122285651,1,1,34,1,11,1,21.888,1,11,0,1,9,1,0,1,1,0,0,0,9,4,34,1,82,0,0
122285651,1,2,34,1,11,1,21.888,1,11,0,1,9,1,0,1,1,0,0,0,9,4,34,1,82,0,0
122285651,2,2,32,2,23,0,21.888,2,23,0,2,1,0,0,0,0,0,0,0,0,4,32,1,82,0,0
122285674,1,0,33,1,0,0,82.08,3,0,8,1,0,0,8,0,0,0,0,0,8,4,33,1,82,1,8
122285674,1,1,53,1,11,1,82.08,1,11,0,1,0,1,0,9,1,0,0,0,0,4,53,1,82,0,0
122285745,1,1,64,2,11,1,82.08,1,11,0,2,0,1,0,1,1,0,0,0,2,4,64,2,82,0,0
122285745,1,2,31,1,11,1,82.08,1,11,0,1,0,1,0,1,1,0,0,0,2,4,31,2,82,0,0
122285745,2,2,29,2,13,0,82.08,2,13,0,2,9,0,0,1,0,0,0,0,2,4,29,2,82,0,0
122285745,3,2,1,1,22,0,82.08,2,22,0,1,0,0,0,6,0,0,0,0,0,4,1,2,82,0,0
122285745,4,2,8,2,23,0,82.08,2,23,0,2,9,0,0,1,0,0,0,0,0,4,8,2,82,0,0
122285751,1,1,21,1,11,1,5.472,1,11,0,1,9,1,0,1,1,0,0,0,1,4,21,2,82,0,0
122285751,2,1,25,2,13,0,5.472,2,13,0,2,9,0,0,1,0,0,0,0,1,4,25,2,82,0,0
122285751,1,2,31,1,11,1,5.472,1,11,0,1,0,1,0,1,1,0,0,0,0,4,31,2,82,0,0
122285799,1,1,27,1,11,1,262.655,1,11,0,1,0,1,0,0,1,98,0,0,1,4,27,2,82,0,0
122285799,1,2,69,1,11,1,262.655,1,11,0,1,0,1,0,1,1,0,0,0,9,4,69,2,82,0,0
122285799,2,2,67,2,13,0,262.655,2,13,0,2,9,0,0,1,0,0,0,0,9,4,67,2,82,0,0
122285829,1,1,25,2,11,1,82.08,1,11,0,2,0,1,0,1,1,2,0,0,2,4,25,2,82,0,0
122285844,1,1,36,2,11,1,82.08,1,11,0,2,9,1,0,0,1,0,0,0,0,4,36,2,82,0,0
122285844,2,1,55,1,13,0,82.08,2,13,0,1,9,0,0,0,0,0,0,0,0,4,55,2,82,0,0
122285844,1,2,31,2,11,1,82.08,1,11,0,2,0,1,0,1,1,0,0,0,1,4,31,2,82,0,0
122285844,2,2,71,1,13,0,82.08,2,13,0,1,0,0,0,1,0,0,0,0,1,4,71,2,82,0,0
122285844,1,3,77,1,11,1,82.08,1,11,0,1,9,1,0,1,1,0,0,0,0,4,77,2,82,0,0
122285844,2,3,75,2,13,0,82.08,2,13,0,2,9,0,0,1,0,0,0,0,0,4,75,2,82,0,0
122285844,1,4,68,2,11,1,82.08,1,11,0,2,9,1,0,1,1,0,0,0,9,4,68,2,82,0,0
122285844,2,4,36,2,13,0,82.08,2,13,0,2,0,0,0,1,0,0,0,0,9,4,36,2,82,0,0
122285844,3,4,16,2,23,0,82.08,2,23,0,2,0,0,0,1,0,0,0,0,0,4,16,2,82,0,0
122285861,1,1,46,2,11,1,5.472,1,11,0,2,0,1,0,1,1,0,0,0,9,4,46,2,82,0,0
122285861,1,2,40,1,11,1,5.472,1,11,0,1,0,1,0,1,1,0,0,0,0,4,40,2,82,0,0
124606195,1,1,17,1,11,1,269.564,1,11,0,1,0,1,0,8,1,0,0,0,9,3,17,1,46,0,0
124606195,1,2,39,1,11,1,269.564,1,11,0,1,0,1,0,8,1,0,0,0,9,3,39,1,46,0,0
124606195,1,3,40,1,11,1,269.564,1,11,0,1,0,1,0,8,1,0,0,0,9,3,40,1,46,0,0
124606221,1,1,15,1,11,1,89.855,1,11,0,1,0,1,0,8,1,0,0,0,9,3,15,1,46,0,0
124606221,1,2,29,1,11,1,89.855,1,11,0,1,0,1,0,8,1,0,0,0,9,3,29,1,46,0,0
129922556,1,1,25,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,0,1,25,2,1,0,0
129922556,1,2,69,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,69,2,1,0,0
129922556,2,2,64,2,13,0,67.774,2,13,0,2,0,0,0,1,0,0,0,0,9,1,64,2,1,0,0
129922587,1,1,39,2,11,1,271.095,1,11,0,2,0,1,0,1,1,0,0,0,9,1,39,8,1,0,0
129922692,1,1,40,2,11,1,271.095,1,11,0,9,0,9,0,9,9,99,0,0,9,1,999,4,1,0,0
129922692,1,2,20,1,11,1,271.095,1,11,0,1,0,1,0,1,1,0,0,0,9,1,20,4,1,0,0
129922692,2,2,19,1,13,0,271.095,2,13,0,1,0,0,0,0,0,0,0,0,9,1,19,4,1,0,0
129922787,1,1,18,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,18,8,1,0,0
129922787,1,2,31,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,31,8,1,0,0
129922810,1,1,37,1,11,1,67.774,1,11,0,1,1,1,0,1,1,0,0,0,9,1,37,1,1,0,0
129922810,1,2,48,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,48,1,1,0,0
129922810,2,2,74,1,13,0,67.774,2,13,0,1,0,0,0,1,0,0,0,0,9,1,74,1,1,0,0
129922810,3,2,3,2,12,0,67.774,2,12,0,2,0,0,0,6,0,0,0,0,0,1,3,1,1,0,0
129922873,1,1,50,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,50,7,1,0,0
129922883,1,1,35,2,11,1,67.774,1,11,0,2,0,1,0,1,1,0,0,0,9,1,35,4,1,0,0
129922883,2,1,30,2,13,0,67.774,2,13,0,2,0,0,0,1,0,0,0,0,9,1,30,4,1,0,0
129922883,1,2,21,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,21,4,1,0,0
129922922,1,1,60,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,60,2,1,0,0
129922922,1,2,44,2,11,1,67.774,1,11,0,2,0,1,0,1,1,0,0,0,9,1,44,2,1,0,0
129922922,2,2,12,2,13,0,67.774,2,13,0,2,0,0,0,1,0,0,0,0,9,1,12,2,1,0,0
129922922,3,2,9,1,51,0,67.774,2,51,0,1,0,0,0,1,0,0,0,0,0,1,9,2,1,0,0
129922937,1,1,25,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,25,2,1,0,0
129922937,2,1,31,2,13,0,67.774,2,13,0,2,0,0,0,1,0,0,0,0,9,1,31,2,1,0,0
129922937,1,2,33,2,11,1,67.774,1,11,0,2,0,1,0,1,1,0,0,0,9,1,33,2,1,0,0
129922940,1,1,65,2,11,1,67.774,1,11,0,2,1,1,0,1,1,0,0,0,9,1,999,2,1,0,0
129922994,1,1,19,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,19,1,1,0,0
129922994,2,1,20,2,13,0,67.774,2,13,0,2,0,0,0,1,0,0,0,0,9,1,20,1,1,0,0
129922999,1,1,40,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,40,1,1,0,0
129922999,1,2,35,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,35,1,1,0,0
129922999,1,3,29,2,11,1,67.774,1,11,0,2,0,1,0,1,1,0,0,0,9,1,29,1,1,0,0
129923014,1,1,18,1,11,1,67.774,1,11,0,1,1,1,0,1,1,0,0,0,9,1,18,1,1,0,0
129923014,2,1,1,2,22,0,67.774,2,22,0,2,1,0,0,6,0,0,0,0,0,1,1,1,1,0,0
129923014,1,2,47,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,47,1,1,0,0
129923109,1,1,27,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,27,12,1,0,0
129923109,2,1,66,2,13,0,67.774,2,13,0,2,0,0,0,1,0,0,0,0,9,1,66,12,1,0,0
129923109,3,1,15,2,21,0,67.774,2,21,0,2,0,0,0,1,0,0,0,0,0,1,15,12,1,0,0
129923109,4,1,70,1,23,0,67.774,2,23,0,1,0,0,0,1,0,0,0,0,0,1,70,12,1,0,0
129923109,5,1,55,2,22,0,67.774,2,22,0,2,0,0,0,2,0,0,0,0,0,1,55,12,1,0,0
129923112,1,1,60,1,11,1,67.774,1,11,0,1,0,1,0,1,1,2,0,0,9,1,60,12,1,0,0
129923128,1,1,25,2,11,1,33.887,1,11,0,2,1,1,0,1,1,0,0,0,9,1,25,7,1,0,0
129923128,1,2,23,1,11,1,33.887,1,11,0,1,0,1,0,1,1,0,0,0,0,1,23,7,1,0,0
129923142,1,1,28,1,11,2,67.774,1,11,0,1,0,2,0,0,1,98,0,0,9,1,28,4,1,0,0
129923142,2,1,28,1,13,0,67.774,2,13,0,1,0,0,0,0,0,0,0,0,9,1,28,4,1,0,0
129923152,1,1,39,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,1,1,39,4,1,0,0
129923152,2,1,2,1,22,0,67.774,2,22,0,1,0,0,0,6,0,0,0,0,0,1,2,4,1,0,0
129923152,1,2,39,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,1,1,39,4,1,0,0
129923177,1,1,38,2,11,1,67.774,1,11,0,2,0,1,0,1,1,0,0,0,9,1,38,4,1,0,0
129923177,1,2,74,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,74,4,1,0,0
129923292,1,1,56,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,56,2,1,0,0
129923292,1,2,68,2,11,1,67.774,1,11,0,2,1,1,0,1,1,0,0,0,1,1,68,2,1,0,0
129923327,1,1,23,1,11,2,67.774,1,11,0,1,0,2,0,1,1,98,0,0,1,1,23,8,1,0,0
129923524,1,1,19,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,1,1,19,2,1,0,0
129923524,1,2,64,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,64,2,1,0,0
129923524,2,2,64,2,13,0,67.774,2,13,0,2,0,0,0,1,0,0,0,0,9,1,64,2,1,0,0
129923526,1,1,19,2,11,1,67.774,1,11,0,2,0,1,0,1,1,0,0,0,9,1,19,2,1,0,0
129923605,1,1,26,1,11,1,67.774,1,11,0,1,1,1,0,1,1,0,0,0,9,1,26,10,1,0,0
129923605,2,1,24,2,13,0,67.774,2,13,0,2,1,0,0,1,0,0,0,0,9,1,24,10,1,0,0
129923648,1,1,17,1,11,1,271.095,1,11,0,1,0,1,0,1,1,0,0,0,9,1,17,4,1,0,0
129923706,1,1,20,2,11,1,67.774,1,11,0,2,0,1,0,1,1,0,0,0,9,1,20,2,1,0,0
129923706,2,1,26,1,13,0,67.774,2,13,0,1,1,0,0,1,0,0,0,0,9,1,26,2,1,0,0
129923719,1,1,48,1,11,1,67.774,1,11,0,1,1,1,0,1,1,0,0,0,9,1,48,2,1,0,0
129923719,1,2,23,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,23,2,1,0,0
129923719,2,2,22,2,13,0,67.774,2,13,0,2,0,0,0,1,0,0,0,0,9,1,22,2,1,0,0
129923719,3,2,41,1,21,0,67.774,2,21,0,1,0,0,0,2,0,0,0,0,0,1,41,2,1,0,0
129923719,4,2,28,1,22,0,67.774,2,22,0,1,0,0,0,2,0,0,0,0,0,1,28,2,1,0,0
129923719,5,2,29,1,51,0,67.774,2,51,0,1,0,0,0,2,0,0,0,0,0,1,29,2,1,0,0
129923719,6,2,19,1,51,0,67.774,2,51,0,1,0,0,0,2,0,0,0,0,0,1,19,2,1,0,0
129923729,1,1,34,1,11,1,67.774,1,11,0,1,0,1,0,1,1,98,0,0,9,1,34,8,1,0,0
129923729,1,2,39,2,11,2,67.774,1,11,0,2,0,2,0,1,1,0,0,0,9,1,39,8,1,0,0
129923750,1,1,17,2,11,1,67.774,1,11,0,2,0,1,0,1,1,0,0,0,9,1,17,1,1,0,0
129923750,1,2,46,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,0,1,46,1,1,0,0
129923756,1,1,17,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,17,1,1,0,0
129923759,1,1,21,2,11,1,67.774,1,11,0,2,0,1,0,1,1,0,0,0,9,1,21,1,1,0,0
129923827,1,1,24,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,24,12,1,0,0
129923827,2,1,23,1,13,0,67.774,2,13,0,1,0,0,0,1,0,0,0,0,9,1,23,12,1,0,0
129923827,3,1,20,2,23,0,67.774,2,23,0,2,0,0,0,1,0,0,0,0,0,1,20,12,1,0,0
129923827,1,2,37,2,11,1,67.774,1,11,0,2,1,1,0,1,1,0,0,0,9,1,37,12,1,0,0
129923827,2,2,8,1,23,0,67.774,2,23,0,1,1,0,0,1,0,0,0,0,0,1,8,12,1,0,0
129923827,3,2,6,1,21,0,67.774,2,21,0,1,0,0,0,1,0,0,0,0,0,1,6,12,1,0,0
129923846,1,1,35,1,11,1,33.887,1,11,0,1,0,1,0,1,1,0,0,0,9,1,35,7,1,0,0
129923846,1,2,30,1,11,1,33.887,1,11,0,1,0,1,0,1,1,0,0,0,1,1,30,7,1,0,0
129923882,1,1,23,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,23,4,1,0,0
129923882,1,2,17,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,17,4,1,0,0
129924025,1,0,12,1,0,1,33.887,5,0,8,1,1,1,12,0,1,0,21,1,8,1,12,8,1,1,8
129924025,1,1,55,1,11,1,33.887,1,11,0,1,0,1,0,3,1,0,0,0,9,1,55,8,1,0,0
129924026,1,1,22,2,11,1,67.774,1,11,0,2,0,1,0,1,1,0,0,0,9,1,22,8,1,0,0
129924064,1,1,27,1,11,1,271.095,1,11,0,1,0,1,0,1,1,0,0,0,9,1,27,1,1,0,0
129924064,1,2,41,1,11,1,271.095,1,11,0,1,0,1,0,1,1,0,0,0,9,1,41,1,1,0,0
129924184,1,1,31,1,11,1,271.095,1,11,0,1,0,1,0,1,1,0,0,0,9,1,31,2,1,0,0
129924184,2,1,36,1,13,0,271.095,2,13,0,1,0,0,0,1,0,0,0,0,9,1,36,2,1,0,0
129924299,1,1,46,1,11,1,271.095,1,11,0,1,0,1,0,1,1,0,0,0,9,1,46,4,1,0,0
129924299,1,2,44,2,11,1,271.095,1,11,0,2,0,1,0,1,1,0,0,0,9,1,44,4,1,0,0
129924401,1,1,18,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,18,1,1,0,0
129924401,2,1,21,2,13,0,67.774,2,13,0,2,0,0,0,1,0,0,0,0,9,1,21,1,1,0,0
129924508,1,1,44,1,11,1,67.774,1,11,0,1,1,1,0,0,1,2,0,0,9,1,44,4,1,0,0
129924557,1,1,66,1,11,1,67.774,1,11,0,1,1,1,0,1,1,0,0,0,9,1,66,2,1,0,0
129924557,1,2,46,2,11,1,67.774,1,11,0,2,1,1,0,1,1,0,0,0,9,1,46,2,1,0,0
129924565,1,1,88,2,11,1,271.095,1,11,0,2,0,1,0,1,1,0,0,0,9,1,88,8,1,0,0
129924765,1,1,17,1,11,1,67.774,1,11,0,1,0,1,0,2,1,0,0,0,9,1,17,1,1,0,0
129924790,1,1,47,1,11,1,33.887,1,11,0,1,0,1,0,2,1,0,0,0,0,1,47,1,1,0,0
129924790,2,1,7,2,51,0,33.887,2,51,0,2,0,0,0,7,0,0,0,0,0,1,7,1,1,0,0
129924790,3,1,10,2,51,0,33.887,2,51,0,2,0,0,0,7,0,0,0,0,0,1,10,1,1,0,0
129924790,4,1,7,1,51,0,33.887,2,51,0,1,0,0,0,7,0,0,0,0,0,1,7,1,1,0,0
129924790,5,1,11,1,51,0,33.887,2,51,0,9,0,0,0,7,0,0,0,0,0,1,11,1,1,0,0
129924790,6,1,9,1,51,0,33.887,2,51,0,1,0,0,0,7,0,0,0,0,0,1,9,1,1,0,0
129924790,7,1,11,2,51,0,33.887,2,51,0,2,0,0,0,7,0,0,0,0,0,1,11,1,1,0,0
129924790,8,1,10,2,51,0,33.887,2,51,0,2,1,0,0,7,0,0,0,0,0,1,10,1,1,0,0
129924790,9,1,9,2,51,0,33.887,2,51,0,2,0,0,0,7,0,0,0,0,0,1,9,1,1,0,0
129924790,10,1,9,2,51,0,33.887,2,51,0,2,0,0,0,7,0,0,0,0,0,1,9,1,1,0,0
129924790,11,1,10,2,51,0,33.887,2,51,0,2,0,0,0,7,0,0,0,0,0,1,10,1,1,0,0
129924790,12,1,9,1,51,0,33.887,2,51,0,1,0,0,0,7,0,0,0,0,0,1,9,1,1,0,0
129924790,13,1,8,1,51,0,33.887,2,51,0,1,0,0,0,7,0,0,0,0,0,1,8,1,1,0,0
129924790,14,1,10,1,51,0,33.887,2,51,0,1,0,0,0,7,0,0,0,0,0,1,10,1,1,0,0
129924790,15,1,10,1,51,0,33.887,2,51,0,9,0,0,0,7,0,0,0,0,0,1,10,1,1,0,0
129924790,1,2,57,1,11,1,33.887,1,11,0,1,0,1,0,2,1,0,0,0,0,1,57,1,1,0,0
129924790,2,2,10,1,51,0,33.887,2,51,0,9,0,0,0,7,0,0,0,0,0,1,10,1,1,0,0
129924790,3,2,7,1,51,0,33.887,2,51,0,1,0,0,0,7,0,0,0,0,0,1,7,1,1,0,0
129924790,4,2,8,2,51,0,33.887,2,51,0,2,0,0,0,7,0,0,0,0,0,1,8,1,1,0,0
129924790,5,2,10,1,51,0,33.887,2,51,0,1,0,0,0,7,0,0,0,0,0,1,10,1,1,0,0
129924790,6,2,8,1,51,0,33.887,2,51,0,1,1,0,0,7,0,0,0,0,0,1,8,1,1,0,0
129924790,7,2,10,2,51,0,33.887,2,51,0,2,0,0,0,7,0,0,0,0,0,1,10,1,1,0,0
129924790,8,2,8,2,51,0,33.887,2,51,0,2,0,0,0,7,0,0,0,0,0,1,8,1,1,0,0
129924790,9,2,7,1,51,0,33.887,2,51,0,1,0,0,0,7,0,0,0,0,0,1,7,1,1,0,0
129924790,10,2,7,2,51,0,33.887,2,51,0,2,0,0,0,7,0,0,0,0,0,1,7,1,1,0,0
129924790,11,2,11,1,51,0,33.887,2,51,0,1,0,0,0,7,0,0,0,0,0,1,11,1,1,0,0
129924790,12,2,11,1,51,0,33.887,2,51,0,1,0,0,0,7,0,0,0,0,0,1,11,1,1,0,0
129924790,13,2,8,2,51,0,33.887,2,51,0,2,0,0,0,7,0,0,0,0,0,1,8,1,1,0,0
129924790,14,2,10,1,51,0,33.887,2,51,0,1,0,0,0,7,0,0,0,0,0,1,10,1,1,0,0
129924790,15,2,10,1,51,0,33.887,2,51,0,1,0,0,0,7,0,0,0,0,0,1,10,1,1,0,0
129924790,16,2,11,1,51,0,33.887,2,51,0,1,0,0,0,7,0,0,0,0,0,1,11,1,1,0,0
129924790,17,2,10,2,51,0,33.887,2,51,0,2,0,0,0,7,0,0,0,0,0,1,10,1,1,0,0
129924790,18,2,9,2,51,0,33.887,2,51,0,2,0,0,0,7,0,0,0,0,0,1,9,1,1,0,0
129924790,19,2,10,1,51,0,33.887,2,51,0,1,0,0,0,7,0,0,0,0,0,1,10,1,1,0,0
129924790,20,2,9,2,51,0,33.887,2,51,0,2,1,0,0,7,0,0,0,0,0,1,9,1,1,0,0
129924790,21,2,10,1,51,0,33.887,2,51,0,1,1,0,0,7,0,0,0,0,0,1,10,1,1,0,0
129924790,22,2,10,2,51,0,33.887,2,51,0,2,0,0,0,7,0,0,0,0,0,1,10,1,1,0,0
129924790,23,2,9,2,51,0,33.887,2,51,0,2,0,0,0,7,0,0,0,0,0,1,9,1,1,0,0
129924790,24,2,8,2,51,0,33.887,2,51,0,2,0,0,0,7,0,0,0,0,0,1,8,1,1,0,0
129924790,25,2,11,1,51,0,33.887,2,51,0,1,0,0,0,7,0,0,0,0,0,1,11,1,1,0,0
129924825,1,1,22,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,22,12,1,0,0
129924847,1,1,23,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,23,7,1,0,0
129924847,1,2,17,1,11,2,67.774,1,11,0,1,0,2,0,1,1,98,0,0,9,1,17,7,1,0,0
129924847,2,2,16,2,13,0,67.774,2,13,0,2,0,0,0,1,0,0,0,0,9,1,16,7,1,0,0
129924911,1,1,21,2,11,1,67.774,1,11,0,2,0,1,0,1,1,0,0,0,1,1,21,4,1,0,0
129924911,1,2,23,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,23,4,1,0,0
129924914,1,1,17,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,17,4,1,0,0
129924914,1,2,44,1,11,1,67.774,1,11,0,1,1,1,0,1,1,0,0,0,9,1,44,4,1,0,0
129924914,2,2,43,2,13,0,67.774,2,13,0,2,1,0,0,1,0,0,0,0,9,1,43,4,1,0,0
129924983,1,1,77,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,77,2,1,0,0
129924983,2,1,87,2,13,0,67.774,2,13,0,2,0,0,0,1,0,0,0,0,9,1,87,2,1,0,0
129924983,1,2,50,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,50,2,1,0,0
129924988,1,1,65,1,11,1,271.095,1,11,0,1,0,1,0,1,1,0,0,0,9,1,65,2,1,0,0
129924988,1,2,40,2,11,1,271.095,1,11,0,2,0,1,0,1,1,0,0,0,9,1,40,2,1,0,0
129925062,1,1,36,1,11,1,271.095,1,11,0,1,0,1,0,1,1,0,0,0,9,1,36,4,1,0,0
129925062,1,2,20,1,11,1,271.095,1,11,0,1,0,1,0,1,1,0,0,0,0,1,20,4,1,0,0
129925104,1,1,24,1,11,2,67.774,1,11,1,1,1,2,0,0,1,98,0,0,0,1,24,7,1,0,1
129925104,2,1,20,1,12,0,67.774,2,12,1,1,1,0,0,0,0,0,0,0,0,1,20,7,1,0,1
129925104,3,1,24,1,13,0,67.774,2,13,0,1,1,0,0,0,0,0,0,0,0,1,24,7,1,0,0
129925143,1,1,24,2,11,1,271.095,1,11,0,2,0,1,0,1,1,0,0,0,9,1,24,2,1,0,0
129925143,1,2,47,2,11,1,271.095,1,11,0,2,0,1,0,1,1,0,0,0,9,1,47,2,1,0,0
129925165,1,1,69,2,11,1,33.887,1,11,0,2,1,1,0,1,1,0,0,0,9,1,69,2,1,0,0
129925165,1,2,46,2,11,1,33.887,1,11,0,2,0,1,0,1,1,0,0,0,9,1,46,2,1,0,0
129925209,1,1,21,2,11,1,67.774,1,11,0,2,0,1,0,1,1,0,0,0,9,1,21,1,1,0,0
129925209,1,2,71,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,71,1,1,0,0
129925214,1,1,60,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,60,1,1,0,0
129925214,2,1,55,2,13,0,67.774,2,13,0,2,0,0,0,1,0,0,0,0,9,1,55,1,1,0,0
129925214,1,2,44,1,11,1,67.774,1,11,0,1,1,1,0,1,1,0,0,0,0,1,44,1,1,0,0
129925214,1,3,57,2,11,1,67.774,1,11,0,2,0,1,0,1,1,0,0,0,9,1,57,1,1,0,0
129925214,2,3,82,1,13,0,67.774,2,13,0,1,0,0,0,1,0,0,0,0,9,1,82,1,1,0,0
129925214,3,3,65,2,23,0,67.774,2,23,0,2,0,0,0,1,0,0,0,0,0,1,65,1,1,0,0
129925214,4,3,60,1,21,0,67.774,2,21,0,1,0,0,0,1,0,0,0,0,0,1,60,1,1,0,0
129925214,5,3,66,1,22,0,67.774,2,22,0,1,0,0,0,2,0,0,0,0,0,1,66,1,1,0,0
129925219,1,1,44,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,1,1,44,1,1,0,0
129925219,2,1,42,2,13,0,67.774,2,13,0,2,0,0,0,1,0,0,0,0,1,1,42,1,1,0,0
129925232,1,1,27,1,11,2,33.887,1,11,8,1,0,2,0,5,1,98,0,0,0,1,27,1,1,0,8
129925234,1,1,74,2,11,1,271.095,1,11,0,2,0,1,0,1,1,0,0,0,0,1,74,1,1,0,0
129925235,1,1,61,1,11,1,67.774,1,11,0,1,0,1,0,0,1,0,0,0,0,1,61,1,1,0,0
129925265,1,1,61,2,11,1,33.887,1,11,0,2,0,1,0,1,1,0,0,0,0,1,61,7,1,0,0
129925265,2,1,64,1,13,0,33.887,2,13,0,1,0,0,0,1,0,0,0,0,0,1,64,7,1,0,0
129925265,1,2,49,1,11,1,33.887,1,11,8,1,1,1,0,5,1,0,0,0,0,1,49,7,1,0,8
129925265,2,2,54,2,21,0,33.887,2,21,8,2,1,0,0,5,0,0,0,0,0,1,54,7,1,0,8
129925273,1,1,69,1,11,1,271.095,1,11,0,1,0,1,0,1,1,0,0,0,9,1,69,7,1,0,0
129925422,1,1,56,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,56,8,1,0,0
129925422,1,2,44,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,44,8,1,0,0
129925549,1,1,42,1,11,2,67.774,1,11,0,1,1,2,0,0,2,98,0,0,9,1,42,4,1,0,0
129925612,1,1,20,2,11,1,67.774,1,11,0,2,0,1,0,1,1,0,0,0,9,1,20,2,1,0,0
129925615,1,0,40,1,0,1,33.887,5,0,8,1,1,1,12,0,1,0,98,1,8,1,40,2,1,1,8
129925615,1,1,29,2,11,1,33.887,1,11,0,2,0,1,0,1,1,0,0,0,9,1,29,2,1,0,0
129925644,1,1,74,1,11,1,271.095,1,11,0,1,0,1,0,1,1,0,0,0,9,1,74,1,1,0,0
129925644,2,1,70,2,13,0,271.095,2,13,0,2,0,0,0,1,0,0,0,0,9,1,70,1,1,0,0
129925644,1,2,48,2,11,1,271.095,1,11,0,2,0,1,0,1,1,0,0,0,9,1,48,1,1,0,0
129925644,2,2,23,1,13,0,271.095,2,13,0,1,0,0,0,1,0,0,0,0,9,1,23,1,1,0,0
129925745,1,1,30,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,30,7,1,0,0
129925745,2,1,31,1,13,0,67.774,2,13,0,1,0,0,0,1,0,0,0,0,9,1,31,7,1,0,0
129925767,1,0,38,1,0,1,67.774,5,0,8,1,1,1,12,0,1,0,0,1,8,1,38,4,1,1,8
129925767,1,1,23,1,11,1,67.774,1,11,0,1,0,1,0,1,1,0,0,0,9,1,23,4,1,0,0
